Open,High,Low,Close,Adj Close,Volume
145.05499267578125,145.8509979248047,143.71299743652344,144.9915008544922,144.9915008544922,28646000
145.39599609375,146.48500061035156,143.7165069580078,144.39950561523438,144.39950561523438,28400000
144.4199981689453,144.49949645996094,137.68800354003906,137.77499389648438,137.77499389648438,54618000
136.99850463867188,139.94000244140625,136.55850219726562,137.74749755859375,137.74749755859375,37348000
138.14549255371094,138.44850158691406,135.76649475097656,137.01699829101562,137.01699829101562,29760000
135.0780029296875,138.8195037841797,133.1645050048828,138.66949462890625,138.66949462890625,44408000
138.0070037841797,140.21600341796875,136.6925048828125,139.73599243164062,139.73599243164062,28730000
141.14999389648438,142.60800170898438,140.6945037841797,141.4304962158203,141.4304962158203,26108000
141.5399932861328,142.85000610351562,138.40899658203125,138.58700561523438,138.58700561523438,31436000
137.07899475097656,140.74200439453125,136.99850463867188,139.48049926757812,139.48049926757812,29662000
136.1750030517578,137.13150024414062,135.43850708007812,135.9980010986328,135.9980010986328,34872000
136.52349853515625,137.95950317382812,135.0155029296875,135.1165008544922,135.1165008544922,28648000
136.25,137.62600708007812,132.96449279785156,133.3074951171875,133.3074951171875,29908000
132.593505859375,134.86549377441406,130.0865020751953,130.35150146484375,130.35150146484375,55652000
125.97799682617188,131.2030029296875,124.5,130.8040008544922,130.8040008544922,76622000
128.74000549316406,129.3990020751953,126.50050354003906,126.93499755859376,126.93499755859376,46960000
131.11900329589844,133.0,127.14199829101562,129.23300170898438,129.23300170898438,49130000
131.3040008544922,132.65249633789062,128.9324951171875,129.0050048828125,129.0050048828125,31950000
129.65899658203125,133.35650634765625,128.48500061035156,133.3509979248047,133.3509979248047,34362000
134.16200256347656,135.47300720214844,132.20950317382812,135.30349731445312,135.30349731445312,39986000
137.59449768066406,137.79299926757812,134.36849975585938,137.6439971923828,137.6439971923828,68644000
151.25,151.54649353027344,145.5225067138672,148.0,148.0,123200000
145.70550537109375,149.6750030517578,142.66549682617188,143.08999633789062,143.08999633789062,71518000
143.4445037841797,144.875,140.51499938964844,143.29299926757812,143.29299926757812,57998000
144.25,144.25,138.89999389648438,139.2010040283203,139.2010040283203,54974000
139.02650451660156,140.0,137.01400756835938,139.3990020751953,139.3990020751953,54284000
140.9635009765625,142.52450561523438,140.18699645996094,141.5919952392578,141.5919952392578,40144000
139.70350646972656,141.4844970703125,137.95700073242188,138.6199951171875,138.6199951171875,39330000
138.60000610351562,139.156494140625,133.39999389648438,134.28250122070312,134.28250122070312,39958000
133.25650024414062,136.3000030517578,133.25650024414062,135.5260009765625,135.5260009765625,34302000
137.57049560546875,138.10850524902344,135.82150268554688,136.60850524902344,136.60850524902344,26680000
136.64649963378906,138.08599853515625,134.9239959716797,137.73800659179688,137.73800659179688,25022000
136.2429962158203,137.11349487304688,132.47850036621094,132.53900146484375,132.53900146484375,38950000
133.4669952392578,134.07000732421875,130.19650268554688,130.4029998779297,130.4029998779297,45620000
129.83799743652344,132.1804962158203,128.22349548339844,129.81350708007812,129.81350708007812,44990000
131.64849853515625,132.05099487304688,127.52749633789062,127.58799743652344,127.58799743652344,32786000
124.95349884033205,133.0,124.95349884033205,132.6909942626953,132.6909942626953,54456000
133.552001953125,135.27149963378906,131.75149536132812,134.45950317382812,134.45950317382812,36406000
133.0500030517578,135.75149536132812,132.59249877929688,135.0570068359375,135.0570068359375,38864000
134.8784942626953,136.2554931640625,133.218505859375,134.06149291992188,134.06149291992188,26496000
134.6280059814453,135.2624969482422,133.07150268554688,134.57150268554688,134.57150268554688,23520000
136.00999450683594,136.4394989013672,133.02549743652344,133.89950561523438,133.89950561523438,24604000
132.92750549316406,133.85150146484375,130.33749389648438,131.906494140625,131.906494140625,30430000
131.48800659179688,131.73500061035156,126.29499816894533,126.37850189208984,126.37850189208984,45112000
126.25,131.25,125.67449951171876,127.10449981689452,127.10449981689452,40428000
131.25,133.73550415039062,129.90049743652344,133.4199981689453,133.4199981689453,37026000
131.26600646972656,133.27200317382812,130.91250610351562,132.42950439453125,132.42950439453125,27102000
133.48849487304688,133.79550170898438,129.63150024414062,129.87049865722656,129.87049865722656,31526000
130.25,130.40899658203125,125.2750015258789,125.95099639892578,125.95099639892578,38812000
126.97599792480467,129.85450744628906,125.72049713134766,129.197998046875,129.197998046875,30920000
130.73300170898438,133.33299255371094,128.7344970703125,133.28050231933594,133.28050231933594,35576000
133.1490020751953,134.08050537109375,132.18499755859375,133.83900451660156,133.83900451660156,28264000
133.42449951171875,136.24400329589844,132.2584991455078,136.12550354003906,136.12550354003906,44566000
136.1634979248047,137.0500030517578,134.09249877929688,136.10150146484375,136.10150146484375,26832000
136.10150146484375,141.0500030517578,136.10150146484375,139.8679962158203,139.8679962158203,35496000
138.70249938964844,139.5885009765625,137.8350067138672,138.27549743652344,138.27549743652344,25154000
139.1999969482422,141.61900329589844,137.75050354003906,141.57200622558594,141.57200622558594,26396000
141.91600036621094,142.03500366210938,139.7375030517578,141.67300415039062,141.67300415039062,24126000
140.90049743652344,142.00250244140625,139.81149291992188,141.45550537109375,141.45550537109375,35050000
142.6475067138672,143.7935028076172,142.0384979248047,142.5054931640625,142.5054931640625,34318000
142.4600067138672,142.7205047607422,141.60000610351562,141.93850708007812,141.93850708007812,19884000
142.05299377441406,142.10800170898438,139.02450561523438,139.0675048828125,139.0675048828125,37524000
139.5,140.4709930419922,138.3074951171875,140.15049743652344,140.15049743652344,25942000
140.35850524902344,143.71200561523438,140.3105010986328,142.97149658203125,142.97149658203125,25942000
142.86900329589844,142.99049377441406,140.38250732421875,140.59100341796875,140.59100341796875,21418000
138.75,139.36050415039062,135.51699829101562,136.54800415039062,136.54800415039062,32468000
136.00999450683594,137.1645050048828,134.2274932861328,135.8885040283203,135.8885040283203,26234000
135.58349609375,135.6699981689453,132.9654998779297,133.28750610351562,133.28750610351562,25142000
131.82350158691406,132.09249877929688,128.6685028076172,128.82350158691406,128.82350158691406,36884000
131.60000610351562,131.60000610351562,126.78900146484376,127.7145004272461,127.7145004272461,32710000
128.0,130.33399963378906,127.74099731445312,129.8939971923828,129.8939971923828,27928000
130.47950744628906,130.47950744628906,126.60099792480467,126.7300033569336,126.7300033569336,31598000
127.0,128.21249389648438,126.18199920654295,127.67649841308594,127.67649841308594,20808000
127.69149780273438,130.33299255371094,126.99949645996094,130.00900268554688,130.00900268554688,26490000
130.89199829101562,131.3990020751953,127.5,128.0399932861328,128.0399932861328,31696000
129.25,130.09849548339844,124.52649688720705,124.8144989013672,124.8144989013672,36446000
125.0,125.4020004272461,118.9250030517578,119.635498046875,119.635498046875,56884000
119.10099792480467,123.27749633789062,118.51100158691406,123.0739974975586,123.0739974975586,46128000
122.29450225830078,122.51000213623048,118.51100158691406,118.6500015258789,118.6500015258789,73054000
114.46949768066406,117.24199676513672,112.73650360107422,114.29450225830078,114.29450225830078,91820000
116.41500091552734,119.64949798583984,114.11499786376952,118.52249908447266,118.52249908447266,48884000
116.7344970703125,117.91999816894533,113.8144989013672,114.1094970703125,114.1094970703125,42676000
113.40499877929688,116.74549865722656,112.5999984741211,116.58300018310548,116.58300018310548,35534000
116.43049621582033,118.44200134277344,116.03450012207033,117.33399963378906,117.33399963378906,24968000
117.03150177001952,122.85449981689452,115.11599731445312,122.26100158691406,122.26100158691406,49916000
120.2040023803711,121.03900146484376,115.00550079345705,116.50550079345705,116.50550079345705,45840000
115.18450164794922,117.57150268554688,114.0155029296875,115.74649810791016,115.74649810791016,39710000
113.25,115.0770034790039,112.00050354003906,112.51100158691406,112.51100158691406,40802000
115.50749969482422,116.25,112.90049743652344,114.3949966430664,114.3949966430664,39900000
113.23650360107422,116.364501953125,113.23650360107422,113.60250091552734,113.60250091552734,37534000
111.37750244140624,114.29499816894533,109.82450103759766,112.84400177001952,112.84400177001952,53836000
114.53299713134766,117.875,113.6050033569336,116.05049896240234,116.05049896240234,35038000
114.95549774169922,116.16999816894533,113.8895034790039,114.44499969482422,114.44499969482422,25990000
116.84049987792967,116.9000015258789,114.87000274658205,116.4729995727539,116.4729995727539,23054000
115.0,115.4000015258789,111.55549621582033,111.89949798583984,111.89949798583984,35126000
111.43150329589844,113.01000213623048,110.0,110.38400268554688,110.38400268554688,34144000
111.95099639892578,112.18350219726562,105.79650115966795,108.90799713134766,108.90799713134766,48962000
109.5875015258789,112.14749908447266,108.74099731445312,111.48799896240234,111.48799896240234,37184000
105.77200317382812,106.45850372314452,101.8844985961914,105.97000122070312,105.97000122070312,76780000
104.9854965209961,106.5,103.85649871826172,105.80500030517578,105.80500030517578,40258000
105.677001953125,108.64949798583984,105.2249984741211,107.7925033569336,107.7925033569336,37948000
109.48300170898438,112.31800079345705,109.13849639892578,112.31649780273438,112.31649780273438,37914000
