Open,High,Low,Close,Adj Close,Volume
112.74649810791016,115.73500061035156,112.07849884033205,113.76200103759766,113.76200103759766,50012000
114.8550033569336,117.10150146484376,113.25,113.89199829101562,113.89199829101562,36606000
114.0,117.89949798583984,112.94650268554688,117.62249755859376,117.62249755859376,37992000
116.0625,116.32150268554688,113.51850128173828,114.54100036621094,114.54100036621094,26136000
116.70449829101562,119.34700012207033,116.16400146484376,116.82050323486328,116.82050323486328,33542000
115.48049926757812,117.69100189208984,115.052001953125,117.14949798583984,117.14949798583984,31590000
116.7614974975586,118.57050323486328,116.5999984741211,117.19400024414062,117.19400024414062,26108000
116.32749938964844,118.29900360107422,114.7760009765625,114.83550262451172,114.83550262451172,25798000
112.44499969482422,113.27899932861328,110.36599731445312,111.1614990234375,111.1614990234375,41452000
106.7864990234375,108.79149627685548,106.11900329589844,106.39250183105467,106.39250183105467,47252000
106.53500366210938,107.92449951171876,105.8000030517578,106.71549987792967,106.71549987792967,33706000
108.54499816894533,111.42350006103516,107.66950225830078,109.7645034790039,109.7645034790039,39698000
107.22100067138672,108.64849853515624,105.13800048828124,106.03350067138672,106.03350067138672,51684000
106.03350067138672,108.69950103759766,105.0459976196289,107.14350128173828,107.14350128173828,51376000
108.92949676513672,112.489501953125,108.5999984741211,111.54399871826172,111.54399871826172,47416000
110.55650329589844,113.34649658203124,110.38249969482422,111.4875030517578,111.4875030517578,30774000
112.23149871826172,112.74250030517578,110.50050354003906,112.24199676513672,112.24199676513672,28362000
112.99500274658205,118.0790023803711,112.95249938964844,117.9749984741211,117.9749984741211,41164000
118.27300262451172,118.57949829101562,115.17949676513672,115.83350372314452,115.83350372314452,36420000
115.80249786376952,117.30950164794922,111.8479995727539,112.00749969482422,112.00749969482422,35792000
111.552001953125,113.1604995727539,110.87249755859376,111.70149993896484,111.70149993896484,24716000
110.0,110.88800048828124,106.75,108.96299743652344,108.96299743652344,43170000
107.93299865722656,109.25,106.73049926757812,108.7375030517578,108.7375030517578,35476000
107.10050201416016,113.3769989013672,105.73149871826172,113.26300048828124,113.26300048828124,39342000
113.302001953125,115.5895004272461,111.47599792480467,114.5719985961914,114.5719985961914,37432000
115.08000183105467,119.1894989013672,114.83350372314452,118.78299713134766,118.78299713134766,40936000
117.25,119.68499755859376,116.90149688720705,119.35350036621094,119.35350036621094,38238000
117.9980010986328,117.9980010986328,115.33049774169922,115.67649841308594,115.67649841308594,31196000
116.21499633789062,116.9739990234375,113.69000244140624,114.02050018310548,114.02050018310548,29960000
111.70099639892578,114.1959991455078,111.20149993896484,111.35350036621094,111.35350036621094,43722000
110.21050262451172,111.09300231933594,108.3730010986328,110.36750030517578,110.36750030517578,37004000
112.00050354003906,113.1405029296875,110.9000015258789,111.77749633789062,111.77749633789062,46770000
112.63999938964844,113.68000030517578,108.37000274658205,109.02999877929688,109.02999877929688,43164600
110.8499984741211,114.0199966430664,109.55999755859376,113.80999755859376,113.80999755859376,36530900
113.16999816894533,115.4000015258789,112.4800033569336,113.9000015258789,113.9000015258789,35600400
114.27999877929688,114.5500030517578,111.11000061035156,114.33999633789062,114.33999633789062,32676200
111.0,112.33999633789062,106.5,107.9000015258789,107.9000015258789,48901200
108.41000366210938,109.87000274658205,106.3000030517578,107.51000213623048,107.51000213623048,34690900
106.5999984741211,107.1999969482422,104.06999969482422,105.0199966430664,105.0199966430664,47991000
109.26000213623048,113.91000366210938,108.01000213623048,113.05999755859376,113.05999755859376,59858500
112.37000274658205,114.33999633789062,111.45999908447266,114.22000122070312,114.22000122070312,32816600
113.08000183105467,116.70999908447266,113.05999755859376,116.31999969482422,116.31999969482422,37223400
115.3000030517578,116.72000122070312,114.33999633789062,114.86000061035156,114.86000061035156,26034300
114.0,116.3499984741211,113.72000122070312,115.12999725341795,115.12999725341795,20236000
115.70999908447266,118.62000274658205,115.4800033569336,118.08000183105467,118.08000183105467,28499000
117.4800033569336,118.77999877929688,116.88999938964844,118.19000244140624,118.19000244140624,21602900
116.2300033569336,118.11000061035156,116.0,117.47000122070312,117.47000122070312,19159500
118.38999938964844,120.1500015258789,116.87999725341795,117.3000030517578,117.3000030517578,19138300
117.13999938964844,117.31999969482422,115.70999908447266,116.62999725341795,116.62999725341795,19086500
118.77999877929688,120.91999816894533,118.41000366210938,119.6999969482422,119.6999969482422,30930400
121.27999877929688,121.48999786376952,118.55999755859376,118.83999633789062,118.83999633789062,24293700
120.26000213623048,121.68000030517578,119.45999908447266,121.68000030517578,121.68000030517578,19096300
121.12999725341795,122.3000030517578,120.61000061035156,122.08000183105467,122.08000183105467,19494800
121.5199966430664,122.43000030517578,120.63999938964844,121.6999969482422,121.6999969482422,19041200
120.12000274658205,121.29000091552734,119.37999725341795,119.5500030517578,119.5500030517578,22847000
119.43000030517578,120.81999969482422,118.72000122070312,120.16999816894533,120.16999816894533,17987700
119.05999755859376,119.1500015258789,116.76000213623048,117.20999908447266,117.20999908447266,21809500
115.1999969482422,115.62999725341795,113.8499984741211,114.23999786376952,114.23999786376952,21456600
113.4800033569336,115.01000213623048,113.43000030517578,113.86000061035156,113.86000061035156,15870400
113.5,114.77999877929688,112.87000274658205,113.69000244140624,113.69000244140624,17734600
114.23999786376952,116.72000122070312,114.11000061035156,116.6500015258789,116.6500015258789,16956800
114.72000122070312,115.12000274658205,110.19000244140624,110.33999633789062,110.33999633789062,37245700
109.98999786376952,110.9499969482422,108.8000030517578,109.41999816894533,109.41999816894533,21191200
110.16999816894533,110.5,107.8000030517578,108.94000244140624,108.94000244140624,27513300
110.6500015258789,110.8499984741211,108.12999725341795,108.22000122070312,108.22000122070312,28627000
108.27999877929688,110.4499969482422,107.36000061035156,109.73999786376952,109.73999786376952,28360900
110.58999633789062,110.73999786376952,107.26000213623048,107.8499984741211,107.8499984741211,24160700
107.3000030517578,108.02999877929688,105.77999877929688,106.80999755859376,106.80999755859376,25068300
107.05999755859376,109.9800033569336,106.9000015258789,109.4499969482422,109.4499969482422,23167000
108.04000091552734,109.5999984741211,107.16000366210938,108.37999725341795,108.37999725341795,24238300
109.06999969482422,110.98999786376952,109.0199966430664,110.6500015258789,110.6500015258789,23197700
110.98999786376952,111.62000274658205,109.93000030517578,110.86000061035156,110.86000061035156,22966800
107.8000030517578,108.3000030517578,104.08999633789062,104.31999969482422,104.31999969482422,38172900
104.56999969482422,105.27999877929688,103.66000366210938,105.0,105.0,26395100
104.02999877929688,105.2699966430664,102.3499984741211,102.91000366210938,102.91000366210938,34188300
102.06999969482422,103.12999725341795,100.94000244140624,102.8000030517578,102.8000030517578,42797200
101.75,103.33000183105467,101.5500030517578,103.06999969482422,103.06999969482422,23036800
102.08000183105467,102.37000274658205,100.5199966430664,101.13999938964844,101.13999938964844,26517100
101.66999816894533,102.87999725341795,99.2699966430664,99.27999877929688,99.27999877929688,31487300
98.81999969482422,101.23999786376952,98.79000091552734,100.13999938964844,100.13999938964844,34298600
99.62999725341795,99.66000366210938,97.47000122070312,98.73999786376952,98.73999786376952,31625400
98.0999984741211,99.87999725341795,97.8000030517578,98.16999816894533,98.16999816894533,27072700
99.43000030517578,100.0,96.87000274658205,97.5,97.5,30072800
97.6500015258789,100.6999969482422,97.11000061035156,100.0500030517578,100.0500030517578,32466300
98.63999938964844,98.63999938964844,95.95999908447266,97.41999816894533,97.41999816894533,31047200
97.0500030517578,98.9000015258789,95.55999755859376,95.6500015258789,95.6500015258789,32941500
96.76000213623048,99.29000091552734,96.5199966430664,98.63999938964844,98.63999938964844,27982000
100.44000244140624,101.83999633789062,100.37999725341795,101.63999938964844,101.63999938964844,28850800
99.83000183105467,101.93000030517578,98.8000030517578,101.43000030517578,101.43000030517578,22176900
100.68000030517578,102.93000030517578,100.58999633789062,101.41999816894533,101.41999816894533,22324000
99.8499984741211,100.52999877929688,98.3000030517578,98.68000030517578,98.68000030517578,27502800
99.0,99.0999984741211,97.01000213623048,97.86000061035156,97.86000061035156,18225100
97.43000030517578,99.25,96.30999755859376,97.18000030517578,97.18000030517578,26507100
97.3000030517578,98.75,96.73999786376952,97.55999755859376,97.55999755859376,21876400
95.1500015258789,99.77999877929688,94.37999725341795,99.05999755859376,99.05999755859376,34574500
99.98999786376952,100.69000244140624,96.37000274658205,96.55999755859376,96.55999755859376,25410700
98.86000061035156,100.93000030517578,98.83000183105467,99.97000122070312,99.97000122070312,28419200
103.12999725341795,103.47000122070312,99.97000122070312,100.7699966430664,100.7699966430664,24060700
100.01000213623048,101.0199966430664,98.91999816894533,99.62999725341795,99.62999725341795,23811100
100.0,102.31999969482422,99.38999938964844,99.97000122070312,99.97000122070312,25323200
97.8499984741211,101.30999755859376,97.72000122070312,101.12999725341795,101.12999725341795,32458700
101.8000030517578,102.75,99.9800033569336,102.5199966430664,102.5199966430664,27176400
102.9000015258789,104.81999969482422,102.72000122070312,104.4800033569336,104.4800033569336,40611400
96.43000030517578,98.30999755859376,94.69000244140624,94.93000030517578,94.93000030517578,88114100
94.5199966430664,95.43000030517578,91.8000030517578,92.22000122070312,92.22000122070312,60710900
92.2699966430664,96.5500030517578,92.12999725341795,96.29000091552734,96.29000091552734,43697300
95.41999816894533,96.02999877929688,93.9800033569336,94.51000213623048,94.51000213623048,31675000
95.4499969482422,96.02999877929688,90.37000274658205,90.47000122070312,90.47000122070312,47161400
90.94000244140624,91.18000030517578,86.87999725341797,86.97000122070312,86.97000122070312,57038300
86.31999969482422,86.5199966430664,83.33999633789062,83.43000030517578,83.43000030517578,61288000
85.4000015258789,86.63999938964844,83.70999908447266,86.58000183105469,86.58000183105469,51124900
87.27999877929688,88.9000015258789,86.8499984741211,88.48999786376953,88.48999786376953,34078900
88.9000015258789,90.31999969482422,87.58999633789062,88.9000015258789,88.9000015258789,30429000
88.44999694824219,89.44000244140625,87.27999877929688,87.31999969482422,87.31999969482422,31769100
92.25,94.38999938964844,91.61000061035156,93.94000244140624,93.94000244140624,51620100
94.69000244140624,96.93000030517578,93.91999816894533,96.41000366210938,96.41000366210938,33090500
95.08999633789062,96.79000091552734,94.51000213623048,95.6999969482422,95.6999969482422,30179500
98.26000213623048,100.13999938964844,96.70999908447266,98.44000244140624,98.44000244140624,41640800
97.9000015258789,99.63999938964844,97.63999938964844,98.8499984741211,98.8499984741211,29105200
96.97000122070312,99.27999877929688,96.79000091552734,98.36000061035156,98.36000061035156,26052600
98.7699966430664,98.9000015258789,96.37000274658205,97.43000030517578,97.43000030517578,28342300
97.29000091552734,98.4000015258789,95.36000061035156,95.5999984741211,95.5999984741211,21647400
95.9499969482422,97.22000122070312,94.0500030517578,97.0500030517578,97.0500030517578,23438500
97.08999633789062,98.76000213623048,97.08999633789062,98.45999908447266,98.45999908447266,18868100
98.23999786376952,98.63999938964844,97.4000015258789,97.45999908447266,97.45999908447266,9701400
97.04000091552734,97.58000183105467,95.61000061035156,96.0500030517578,96.0500030517578,26237500
95.7300033569336,96.12000274658205,94.11000061035156,95.19000244140624,95.19000244140624,20061700
94.81999969482422,101.04000091552734,94.41999816894533,100.98999786376952,100.98999786376952,43647500
101.0199966430664,102.25,100.25,100.98999786376952,100.98999786376952,28687100
99.0500030517578,100.7699966430664,98.9000015258789,100.44000244140624,100.44000244140624,21480700
99.4000015258789,101.37999725341795,99.0,99.4800033569336,99.4800033569336,24405100
99.3000030517578,99.77999877929688,96.41999816894533,96.9800033569336,96.9800033569336,24910700
96.41000366210938,96.87999725341795,94.72000122070312,94.94000244140624,94.94000244140624,31045400
95.37999725341795,95.58000183105467,93.4499969482422,93.70999908447266,93.70999908447266,32213300
93.7699966430664,94.26000213623048,92.75,92.83000183105467,92.83000183105467,28225400
92.70999908447266,93.55999755859376,91.61000061035156,93.30999755859376,93.30999755859376,29420000
97.76000213623048,99.52999877929688,95.02999877929688,95.62999725341795,95.62999725341795,40593700
95.1999969482422,96.87000274658205,93.5999984741211,95.06999969482422,95.06999969482422,28733600
93.12999725341795,93.63999938964844,90.01000213623047,90.86000061035156,90.86000061035156,40107000
90.76000213623048,91.33000183105467,89.5199966430664,90.26000213623048,90.26000213623048,58011800
90.26000213623048,90.55999755859376,88.20999908447266,88.44000244140625,88.44000244140625,29493000
88.11000061035156,89.18000030517578,87.44000244140625,89.0199966430664,89.0199966430664,23453800
89.08000183105469,90.22000122070312,88.31999969482422,89.58000183105469,89.58000183105469,24745600
88.16000366210938,88.54000091552734,86.31999969482422,87.76000213623047,87.76000213623047,27658300
87.11000061035156,89.55000305175781,87.06999969482422,89.2300033569336,89.2300033569336,23003000
88.80000305175781,88.94000244140625,87.01000213623047,87.38999938964844,87.38999938964844,20097300
86.9800033569336,88.04000091552734,85.94000244140625,86.0199966430664,86.0199966430664,19523200
86.62000274658203,88.8499984741211,86.61000061035156,88.44999694824219,88.44999694824219,23333500
86.9800033569336,88.30000305175781,86.56999969482422,88.2300033569336,88.2300033569336,23986300
